species,longitude,latitude
Tulipa_carinata,72.19332832209255,41.61142089847078
Tulipa_carinata,72.3535424045963,37.66010076039656
Tulipa_carinata,72.96164188219038,40.368418967616904
Tulipa_carinata,71.68805164508501,38.7737129105773
Tulipa_carinata,66.2375386033763,40.96052480926994
Tulipa_carinata,65.20314672795212,38.44825804235939
Tulipa_carinata,70.50776420839124,38.23078891625688
Tulipa_carinata,73.87406112584695,39.42161693648565
Tulipa_carinata,66.85940358997054,38.80288367566827
Tulipa_carinata,65.39355331797833,37.602052541616466
Tulipa_carinata,68.5100703738249,40.623705086546195
Tulipa_carinata,70.70095181074775,37.11470558397303
Tulipa_carinata,66.92442021296624,41.72513350463682
Tulipa_carinata,73.37647215726841,38.291655454495235
Tulipa_carinata,69.13155413213296,42.86524194607502
Tulipa_carinata,69.61058476987554,41.0259818684071
Tulipa_carinata,72.8251621589009,39.26392147981278
Tulipa_carinata,68.42801850423272,37.16858141012549
Tulipa_carinata,65.40881124205855,40.70094231307873
Tulipa_carinata,67.75693855014686,41.43163267041803
Tulipa_carinata,69.10373319322522,41.08932751971279
Tulipa_carinata,73.2555293754053,41.26095050850036
Tulipa_carinata,72.68051487648654,41.21453196590428
Tulipa_carinata,66.42262028842512,41.376262670939184
Tulipa_carinata,72.42140613358488,42.37435034935742
Tulipa_carinata,73.42552099364057,41.179695976496745
Tulipa_carinata,67.43493508214263,37.10447343975013
Tulipa_carinata,65.79740441773436,38.50281761916294
Tulipa_carinata,68.76071010352679,39.8485453678148
Tulipa_carinata,66.05742841450363,41.59292602779391
Tulipa_carinata,71.98706347946076,39.672773431559555
Tulipa_carinata,71.27017461442915,38.24594017472766
Tulipa_carinata,68.89198686143318,41.68373569824528
Tulipa_carinata,73.2316362586366,41.27174920064982
Tulipa_carinata,66.44025136588128,41.82640752577673
Tulipa_carinata,70.4127622574051,37.51611887016344
Tulipa_carinata,73.56867369136087,37.88082974437041
Tulipa_carinata,70.25277324020308,38.153466954644294
Tulipa_carinata,70.22777806425988,42.58557632361936
Tulipa_carinata,65.50764178048885,37.111870790041614
Tulipa_carinata,71.0030017189427,38.071152479833344
Tulipa_carinata,66.14858008859014,39.03596077745436
Tulipa_carinata,66.60543965747328,41.11714999349274
Tulipa_carinata,69.24086576513565,41.25759647570866
Tulipa_carinata,71.60556710906336,41.064196757421215
Tulipa_carinata,68.68636552811209,39.39250166714096
Tulipa_carinata,73.63794587118474,38.316194244780796
Tulipa_carinata,70.49813911339594,37.39744219821446
Tulipa_carinata,69.95056256107534,41.52982357037756
Tulipa_carinata,69.56291591271695,41.368799238816266
Tulipa_carinata,70.82769058135688,37.9333452269747
Tulipa_carinata,65.78590376417576,38.475991921058146
Tulipa_carinata,70.08977977681819,37.57834431150164
Tulipa_carinata,72.10982315987476,37.18197934493439
Tulipa_carinata,66.41835177715546,41.80109542625996
Tulipa_carinata,70.07667478888895,41.94786278467188
Tulipa_carinata,72.17786193579823,42.817120517811745
Tulipa_carinata,67.1217651590261,41.86967738384786
Tulipa_carinata,66.75594375914649,42.12037607149234
Tulipa_carinata,73.70053626058915,40.68726811110829
Tulipa_carinata,73.12958402640282,41.67542639808733
Tulipa_carinata,65.45679693925473,37.40485909176187
Tulipa_carinata,69.74108427861196,38.21807184208583
Tulipa_carinata,70.35572713390914,38.59355970725963
Tulipa_carinata,70.59516008472256,37.7785650737492
Tulipa_carinata,69.08858811971193,39.377325319405244
Tulipa_carinata,72.75405177513795,42.082097641154945
Tulipa_carinata,67.56168559855183,41.509682730988885
Tulipa_carinata,70.71282110622626,38.24523289372097
Tulipa_carinata,66.3320463877878,40.43518318395343
Tulipa_carinata,67.47349976298212,40.18313750676703
Tulipa_carinata,73.04122475199796,37.1643185004414
Tulipa_carinata,66.54587820542017,41.21260610836828
Tulipa_carinata,70.25984512296866,38.016091168278905
Tulipa_carinata,71.32708387612172,40.054256704546596
Tulipa_carinata,73.69541997498536,39.46000563982404
Tulipa_carinata,65.70088735227793,42.940645949284715
Tulipa_carinata,68.64814687354624,39.14514746735489
Tulipa_carinata,68.52770661213535,41.28890810077169
Tulipa_carinata,65.5131690551509,39.11088136355238
Tulipa_carinata,72.60687897322133,37.53332617718702
Tulipa_carinata,70.97586602327318,38.558312873679185
Tulipa_carinata,73.69314862297918,41.238045271604946
Tulipa_carinata,69.47598970096269,37.40483902820628
Tulipa_carinata,71.22186502907235,42.293519397924356
Tulipa_carinata,69.11967945294285,39.14485282809963
Tulipa_carinata,73.27582242824478,42.944066443341754
Tulipa_carinata,72.401089603025,39.781799155511614
Tulipa_carinata,72.64860143716291,40.750503291044225
Tulipa_carinata,73.2766513562813,39.74093633864403
Tulipa_carinata,66.3937501012456,38.33459477447168
Tulipa_carinata,69.31643957125591,39.6736459481468
Tulipa_carinata,71.73401678247657,40.325700326771624
Tulipa_carinata,69.28575053992381,41.408860269082574
Tulipa_carinata,70.68083421451321,39.81199582832181
Tulipa_carinata,71.23140944007704,40.67346074736661
Tulipa_carinata,66.44092230995857,41.29665316009644
Tulipa_carinata,65.86858592986138,42.500057766426636
Tulipa_carinata,69.62883504904599,40.393250645676176
Tulipa_carinata,66.32799779701952,38.50598790609048
Tulipa_carinata,68.97146026451794,42.47799703582697
Tulipa_carinata,73.0138004260486,38.29677264442686
Tulipa_carinata,68.00378688887929,41.442804567688775
Tulipa_carinata,67.03458219610008,37.380441755596195
Tulipa_carinata,67.73414592957646,42.61210785170886
Tulipa_carinata,71.6829898766572,42.16787038429765
Tulipa_carinata,69.1463044252617,40.9065511571981
Tulipa_carinata,70.4250924114819,39.698282249069905
Tulipa_carinata,67.94861809927792,40.4373830707885
Tulipa_carinata,69.90138060648331,40.54029956544021
Tulipa_carinata,65.81690574918818,38.17974782579005
Tulipa_carinata,69.79851815488583,38.73872278339338
Tulipa_carinata,70.35493014148993,39.848361550122235
Tulipa_carinata,69.08294063296002,40.994748541023846
Tulipa_carinata,71.19272640391557,41.974632908516384
Tulipa_carinata,72.92559174437989,38.29645618692284
Tulipa_carinata,73.46655643960548,40.160653144243526
Tulipa_carinata,70.32293692356421,39.87086111002902
Tulipa_carinata,65.25215355529983,41.09247867726344
Tulipa_carinata,72.55798455273893,40.279606470065296
Tulipa_carinata,71.7156289342479,42.549062512774086
Tulipa_carinata,71.23499303567628,37.519927529915904
Tulipa_carinata,70.53665130110195,38.71131746881654
Tulipa_carinata,68.31315673174471,39.67788150744771
Tulipa_carinata,73.21078312055872,39.975571953823675
Tulipa_carinata,65.98819280229635,40.16266809897271
Tulipa_carinata,69.65258447487385,38.65884948797649
Tulipa_carinata,69.90699196652375,37.50727554108419
Tulipa_carinata,70.93524175022965,41.9702524032189
Tulipa_carinata,67.76571853867263,42.626875941082595
Tulipa_carinata,65.87421396514881,40.95511550653874
Tulipa_carinata,73.59909349185085,39.8188460013949
Tulipa_carinata,73.26337322219001,39.60763773397767
Tulipa_carinata,71.93536421654082,38.8462599277287
Tulipa_carinata,71.53192850163025,40.76968348336487
Tulipa_carinata,65.25044025855658,40.589673268648475
Tulipa_carinata,65.23976670102138,41.49742468137107
Tulipa_carinata,71.22137299438188,41.96739188662895
Tulipa_carinata,68.55455667701784,39.653065095232684
Tulipa_carinata,73.41746828027546,40.897489156367776
Tulipa_carinata,72.30078401016766,42.85002949645892
Tulipa_carinata,65.80788089383218,37.24197207967281
Tulipa_carinata,68.50072469751697,40.47896701058223
Tulipa_carinata,65.227326121229,39.17487236604359
Tulipa_carinata,70.42225764741629,39.180004659364855
Tulipa_carinata,67.49667793147643,40.45575157240913
Tulipa_carinata,69.51956249675098,41.541702580312176
Tulipa_carinata,68.81634355335515,41.738958254429164
Tulipa_carinata,72.0247339388242,38.0267767529233
Tulipa_carinata,65.21904324938278,41.31739509508522
Tulipa_carinata,66.12912871051046,39.01676727893506
Tulipa_carinata,69.85854681601725,40.08403691714674
Tulipa_carinata,66.30032869107039,38.73593521820338
Tulipa_carinata,69.86369731021223,42.42419539809252
Tulipa_carinata,65.83052934545226,40.67896450061733
Tulipa_carinata,71.10048792246717,39.01841598151438
Tulipa_carinata,69.3265945414893,41.822044249993176
Tulipa_carinata,71.61357380414499,39.642577314406296
Tulipa_carinata,69.0796912842674,39.47316054463964
Tulipa_carinata,70.59724080207133,41.61572127971499
Tulipa_carinata,66.67944713489456,38.497395746818164
Tulipa_carinata,69.04917621537612,39.314743774992536
Tulipa_carinata,71.30461986133506,39.625741541101036
Tulipa_carinata,70.38550328681045,40.80853309972298
Tulipa_carinata,68.46396098201318,38.4599089449613
Tulipa_carinata,70.92406137575358,39.971324672987144
Tulipa_carinata,71.31447697968255,41.01192469978027
Tulipa_carinata,72.75437384866082,38.570340380414784
Tulipa_carinata,65.15535693531375,40.938771147588454
Tulipa_carinata,66.41286875911443,40.60672795344229
