species,longitude,latitude
T_kaufm,71.5470253,40.58165934
T_kaufm,70.61711633,42.3484717
T_kaufm,72.80162672,41.52705155
T_kaufm,71.78357859,40.82280608
T_kaufm,71.82947559,41.93540874
T_kaufm,70.17193248,41.91133794
T_kaufm,70.98096282,40.18740955
T_kaufm,71.26459916,37.14616107
T_kaufm,71.73568888,42.10491357
T_kaufm,68.15638445,39.22355096
T_kaufm,66.57249762,37.21981387
T_kaufm,69.67808545,39.01322775
T_kaufm,72.19650149,39.26396737
T_kaufm,71.58294114,38.02290774
T_kaufm,69.76529865,37.32790105
T_kaufm,69.44835313,42.58779373
T_kaufm,69.93095543,42.57844255
T_kaufm,72.07811307,39.08928187
T_kaufm,71.48963299,39.12870596
T_kaufm,71.82227334,39.51432144
T_kaufm,72.34743437,40.82247597
T_kaufm,72.07851443,40.16623877
T_kaufm,65.78436199,42.05847137
T_kaufm,68.45703973,39.98379308
T_kaufm,72.94543481,42.17902768
T_kaufm,73.77815322,40.7510051
T_kaufm,72.22111542,41.09545993
T_kaufm,70.3831484,37.77912328
T_kaufm,72.89239066,37.73801455
T_kaufm,65.87244778,42.61815598
T_kaufm,66.65735326,41.9456515
T_kaufm,65.45354478,41.85986453
T_kaufm,72.61736919,37.86166821
T_kaufm,71.62530798,39.16415726
T_kaufm,66.97886975,37.63410536
T_kaufm,72.78004889,42.6162827
T_kaufm,71.20583245,41.74514725
T_kaufm,71.10400558,37.68496018
T_kaufm,67.05684445,38.24320482
T_kaufm,66.72489104,39.81464364
T_kaufm,68.56040441,40.31232582
T_kaufm,67.19755583,38.64212291
T_kaufm,69.94442482,39.70805338
T_kaufm,70.78692022,41.99431304
T_kaufm,67.9306433,42.86822431
T_kaufm,70.35605067,40.64655054
T_kaufm,67.44149926,38.98186622
T_kaufm,70.01207457,37.98065499
T_kaufm,70.93296812,40.51830202
T_kaufm,66.8903428,39.4617849
T_kaufm,67.73287429,38.19120792
T_kaufm,66.43906341,37.27177484
T_kaufm,65.73601408,39.71941919
T_kaufm,66.0333057,40.77332924
T_kaufm,73.11723865,40.36569714
T_kaufm,68.07349185,37.53808105
T_kaufm,65.34547331,39.2806999
T_kaufm,68.65845239,38.60444049
T_kaufm,65.33231508,42.7023152
T_kaufm,72.3292206,41.49807343
T_kaufm,67.11190546,41.51719334
T_kaufm,71.00703053,39.25307416
T_kaufm,66.96192394,39.14626249
T_kaufm,70.07312636,38.89628704
T_kaufm,67.37191619,38.74917376
T_kaufm,66.25300659,38.79443286
T_kaufm,66.52557571,38.73714274
T_kaufm,68.35360105,38.33003972
T_kaufm,73.73649066,42.2756171
T_kaufm,68.40519184,41.08622519
T_kaufm,73.19327585,42.57155005
T_kaufm,65.39266473,37.39725969
T_kaufm,69.83507193,42.44544129
T_kaufm,65.0188341,38.80429696
T_kaufm,71.34949935,40.97444228
T_kaufm,66.32747399,37.05926422
T_kaufm,70.45463809,39.90113537
T_kaufm,68.84273959,40.901733
T_kaufm,66.59893431,39.78496163
T_kaufm,71.85531099,37.46713733
T_kaufm,72.05252859,40.84462019
T_kaufm,73.73811929,39.7108343
T_kaufm,68.07495046,37.80069996
T_kaufm,66.55524346,37.04496268
T_kaufm,71.26334441,41.5879608
T_kaufm,66.72949536,38.7733038
T_kaufm,72.90287789,42.64462825
T_kaufm,65.21338649,39.59294324
T_kaufm,68.5324716,40.30862261
T_kaufm,71.11686808,42.89267421
T_kaufm,69.77924044,38.47076274
T_kaufm,68.92218134,41.7971013
T_kaufm,68.34687165,40.71821118
T_kaufm,68.90861725,42.10092338
T_kaufm,68.67959927,38.58273247
T_kaufm,65.34187302,42.82856224
T_kaufm,67.7284453,40.36574435
T_kaufm,71.58045449,37.21925942
T_kaufm,66.21060484,37.35660808
T_kaufm,65.31922122,39.53454604
T_kaufm,70.11872801,38.24693049
T_kaufm,66.96833231,42.51522865
T_kaufm,69.64259774,37.13187482
T_kaufm,68.0062608,42.45641896
T_kaufm,71.78308785,40.36733096
T_kaufm,71.7700086,39.62618659
T_kaufm,66.89044802,38.4571971
T_kaufm,69.22737839,40.12537482
T_kaufm,72.04465245,42.12098258
T_kaufm,72.27272233,38.26428302
T_kaufm,68.70819276,37.18251019
T_kaufm,67.71234762,42.48147996
T_kaufm,71.89943501,40.3284247
