,longitude,latitude
0,70.86013418155461,40.96067070202509
1,70.83572506398384,40.211228504549524
2,66.79949244245353,38.66950228554813
3,71.11272572402214,40.030327171028816
4,73.06974228306947,39.417924167562326
5,70.2842575428908,42.306285842817545
6,72.49608214659725,42.77495855540142
7,69.42816698793476,40.289091350758575
8,66.87029658831435,38.768926697685295
9,72.07521591921477,42.50982136673008
10,66.6946792298951,37.469737220698775
11,72.24182796902926,37.436676773251236
12,66.60182168113673,42.52962586918595
13,67.62555862489542,41.31211679590595
14,71.2212364563197,42.499923494898205
15,66.4874467126137,42.6956091508076
16,65.83707176698212,37.30451094998767
17,72.75039470637374,38.10229403535382
18,68.04269002537742,39.50232720229717
19,65.48328529077789,41.1371727743523
20,65.30002024111648,41.59513245903946
21,72.07167045590185,40.52129852108855
22,73.40846413153685,42.87281661360693
23,71.37187338966534,42.686784393099146
24,71.24771824378942,41.708535119226774
25,73.07813374035563,39.38528221120468
26,68.65058311293384,42.80381958706563
27,67.04106743839435,41.78908319429098
28,69.12605775357127,37.820913681976606
29,73.7932638126593,37.91799320241285
30,66.10449378624858,37.324739633028976
31,66.7174160676898,40.66274984343179
32,70.55721461253894,40.27691211876491
33,67.76558161497218,42.514517117025385
34,65.8668903218255,42.23268992198577
35,66.66665279601352,42.661668345602266
36,69.97746167490845,42.78483649454261
37,70.6513691488262,42.34709362562895
38,69.01749485800738,37.90745218569254
39,67.721900240053,38.42947568247118
40,72.96117746730931,42.75562407745153
41,71.20118425125297,38.676610400554374
42,70.65091398392212,38.829377065496914
43,65.81093237139487,39.3104274923662
44,69.90818386370715,41.39271308348181
45,70.36246128921023,39.58247660984673
46,67.08848952345328,40.36810593681377
47,70.41449509041566,40.22933615689205
48,67.87844876598247,38.68433572975724
49,73.0918709951308,42.37429044329854
50,71.0425996602742,38.555259633166756
51,69.1577741624933,38.07176535539803
52,67.97249843071992,41.45678971674612
53,70.13080764187947,38.871068634177504
54,65.86658356207948,39.67765798464325
55,71.4605308044259,40.62541609715719
56,69.93204033508715,37.56623543696985
57,69.11976800303512,39.236534345368284
58,66.49275248207215,40.58112381956031
59,72.95175557714161,41.84904747865933
60,66.17378676068458,39.14748282938465
61,69.366701383744,42.29753425566537
62,71.1736777590528,40.12662775184342
63,73.8518096159176,41.31677015848506
64,73.41881622494296,42.86191600363062
65,69.64264422154405,38.4643775582729
66,68.06026320912163,42.452885060293994
