species,longitude,latitude
T_affinis,68.40441433,41.28174681
T_affinis,65.7176498,42.1231771
T_affinis,69.4014148,41.56368052
T_affinis,67.54320793,41.75097031
T_affinis,72.68970748,38.02394006
T_affinis,67.52978246,42.54987919
T_affinis,68.91200241,38.89957879
T_affinis,65.35310521,40.05425676
T_affinis,65.59754681,37.75437255
T_affinis,73.6133257,40.25456002
T_affinis,73.97558167,42.96397373
T_affinis,70.35700648,39.81011003
T_affinis,70.72216015,41.71520958
T_affinis,73.24091462,40.90202291
T_affinis,66.69879025,37.85362185
T_affinis,67.62346795,42.52170332
T_affinis,65.44032277,42.46757869
T_affinis,65.65667097,42.0064624
T_affinis,70.31059387,40.40847364
T_affinis,71.1121065,42.97774409
T_affinis,73.40104145,41.03137415
T_affinis,68.39578416,42.52410376
T_affinis,69.42000981,41.70077552
T_affinis,72.67594534,39.0018697
T_affinis,68.6963289,41.21666493
T_affinis,65.19229008,39.73868133
T_affinis,66.30303491,40.47670394
T_affinis,72.87627366,42.63898931
T_affinis,69.85734819,39.37391507
T_affinis,65.97184097,41.10862797
T_affinis,71.51614618,41.42543481
T_affinis,73.0805609,40.58680318
T_affinis,73.63765278,39.39920212
T_affinis,68.78284848,41.77751265
T_affinis,71.05611042,42.20570684
T_affinis,72.32523198,42.436479
T_affinis,71.59841197,42.80472053
T_affinis,70.50483715,42.17710919
T_affinis,65.70904613,39.33470301
T_affinis,71.32743998,37.37101248
T_affinis,70.26842665,39.30332249
T_affinis,73.35117812,39.35720799
T_affinis,65.12113026,40.44134922
T_affinis,66.73812686,40.78885075
T_affinis,70.09387037,42.27099759
T_affinis,72.5062477,39.78025237
T_affinis,72.59807907,39.36289012
T_affinis,69.23068313,39.37546806
T_affinis,67.60098269,42.70573413
T_affinis,71.31506078,38.00364517
T_affinis,69.58729823,42.48942293
T_affinis,70.33443435,42.00740038
T_affinis,70.80462376,37.98162372
T_affinis,73.41558914,39.28058755
T_affinis,73.02641493,39.7136671
T_affinis,68.67633766,38.40849952
T_affinis,70.79844419,37.94087376
T_affinis,73.40423505,40.94822268
T_affinis,73.3033662,37.85790621
T_affinis,65.87104155,42.08006483
T_affinis,65.11870213,37.79527162
T_affinis,71.99610625,40.46880631
T_affinis,72.49707459,39.47674893
T_affinis,71.29879641,39.52261141
T_affinis,70.61713794,42.76916201
T_affinis,66.39046792,42.3326308
T_affinis,67.28041102,38.17139478
T_affinis,69.24041484,38.63220719
T_affinis,65.14337114,41.72590405
T_affinis,68.41969685,38.09823868
T_affinis,71.32055995,41.64965617
T_affinis,68.06881036,40.2170777
T_affinis,72.06564644,42.99154928
T_affinis,70.67887787,39.67040385
T_affinis,72.4085092,41.47770576
T_affinis,73.57262906,42.64165978
T_affinis,66.76448517,41.84638853
T_affinis,73.16334608,40.25072639
T_affinis,67.53001988,40.76221115
T_affinis,69.22977778,41.12044138
T_affinis,72.5595259,37.14188569
T_affinis,72.07700373,40.50831648
T_affinis,72.09123641,37.2885836
T_affinis,71.01889851,39.04744604
T_affinis,68.30835137,41.72912098
T_affinis,66.19705615,42.24793828
T_affinis,67.3712009,42.76539118
T_affinis,65.3083875,42.28510377
T_affinis,66.38590509,40.89864642
T_affinis,70.11451032,38.77937437
T_affinis,71.66646059,39.98588844
T_affinis,69.20229825,37.54835777
T_affinis,73.73104215,42.47853593
T_affinis,68.3719059,37.7610833
T_affinis,67.89493233,37.9157869
T_affinis,66.74051214,40.1998
T_affinis,71.70296124,42.91945983
T_affinis,65.99597796,39.97624307
T_affinis,73.04220684,40.67974193
T_affinis,73.9675273,39.48427325
T_affinis,72.17045249,38.00391897
T_affinis,69.2933317,40.96693758
T_affinis,68.23434702,42.83835525
T_affinis,71.18722896,39.53552643
T_affinis,70.41884877,40.56615448
T_affinis,71.53223819,42.03336679
T_affinis,66.6148142,41.21827736
T_affinis,67.8242617,37.4209364
T_affinis,73.63840268,39.41388708
T_affinis,73.90141978,37.7474404
T_affinis,72.32677876,39.05606984
T_affinis,73.74676785,38.26619815
T_affinis,67.86591844,40.07154528
T_affinis,66.3313988,39.60100762
T_affinis,66.43618586,41.4131754
T_affinis,72.21834647,38.34184791
T_affinis,71.85156726,37.77376548
T_affinis,72.98365773,38.27431518
T_affinis,71.12728204,37.59310764
T_affinis,73.42813828,40.42406317
T_affinis,68.62650072,42.8479719
T_affinis,68.36198865,40.69581691
T_affinis,72.66816289,40.02585097
T_affinis,69.23311249,41.5449815
T_affinis,71.97210205,42.8956964
T_affinis,68.84628782,41.5727447
T_affinis,67.93856556,42.59392943
T_affinis,70.2261186,41.09315797
T_affinis,72.16085343,40.74236204
T_affinis,65.76500885,40.00524048
T_affinis,73.92717731,39.50089181
T_affinis,68.92265736,41.21831063
T_affinis,69.0508603,37.02588293
T_affinis,73.83175291,38.34128199
T_affinis,66.99810105,39.17250761
T_affinis,65.35369002,40.06666273
T_affinis,73.67034991,42.15142779
T_affinis,65.39480957,39.53498879
T_affinis,71.17584058,40.72844749
T_affinis,69.59432807,37.71992975
T_affinis,69.1066625,37.04955686
T_affinis,68.28057738,42.04114503
T_affinis,70.54404411,38.48017044
T_affinis,67.88318835,37.58286478
T_affinis,72.01495164,37.36048789
T_affinis,71.85688628,39.40402266
T_affinis,68.65676837,42.76998139
T_affinis,70.87167971,41.46569424
T_affinis,69.52891792,42.31311656
T_affinis,67.80558763,37.14658523
T_affinis,67.50437135,42.94251694
T_affinis,66.67528835,42.22132166
T_affinis,66.54055526,37.22461589
T_affinis,65.9418735,38.6708533
T_affinis,65.95533431,38.18561711
T_affinis,65.84208595,39.65630709
T_affinis,73.90715399,42.14714286
T_affinis,66.18728279,38.66959801
T_affinis,69.43315087,37.32350504
T_affinis,66.25919809,39.01914418
T_affinis,66.60068821,38.04228867
T_affinis,67.64541721,38.0854079
T_affinis,72.30150063,37.95125848
T_affinis,68.8321288,42.07049104
T_affinis,71.17430007,40.83928304
T_affinis,67.48754041,40.85690432
T_affinis,66.38234812,40.85550121
T_affinis,71.19224604,38.44917351
T_affinis,68.21272402,38.47183445
T_affinis,70.78304005,40.95724451
T_affinis,70.82383619,37.80722173
T_affinis,72.82879535,40.69067536
T_affinis,70.29799742,42.31710866
T_affinis,70.20848031,40.20981473
T_affinis,73.66173576,41.79183572
T_affinis,67.96138276,40.90444288
T_affinis,73.7882198,40.15987812
T_affinis,70.38831825,38.32413216
T_affinis,72.2132268,40.1361274
T_affinis,67.10324074,39.48363897
T_affinis,73.59751326,38.93050353
T_affinis,72.43963005,41.64208626
T_affinis,68.11722088,41.06560053
T_affinis,72.98629058,37.59307561
T_affinis,65.4713566,41.44656337
T_affinis,73.67722134,37.36655797
T_affinis,70.66135146,42.78312557
T_affinis,69.64972011,39.38055058
T_affinis,66.31444136,41.70950875
T_affinis,70.25794907,42.75749851
