species,longitude,latitude
Tulipa_carinata,67.32544698276278,41.8789970928067
Tulipa_carinata,67.51768921752203,42.26894796945973
Tulipa_carinata,68.88607272903346,41.73513071489708
Tulipa_carinata,71.45463672175481,38.443980649500354
Tulipa_carinata,67.43104909547812,38.75819112784348
Tulipa_carinata,66.01704049927297,42.31130820511362
Tulipa_carinata,65.34766535579162,38.53956176612551
Tulipa_carinata,71.35356264216497,39.61324026132138
Tulipa_carinata,66.23672420295235,37.12084442349636
Tulipa_carinata,67.18317031061252,40.82908064921682
Tulipa_carinata,72.0558795560485,41.36828352340284
Tulipa_carinata,65.90607427982955,38.60068053018493
Tulipa_carinata,68.49914456352457,41.77730472879275
Tulipa_carinata,69.86177041216826,41.746099495798305
Tulipa_carinata,67.33046676799007,40.37939110902452
Tulipa_carinata,69.64463626494806,40.23139878828273
Tulipa_carinata,70.97695844228822,42.64003387512395
Tulipa_carinata,72.79472154475475,38.8945534722658
Tulipa_carinata,69.41756914223024,41.42860333231336
Tulipa_carinata,70.5000252578468,37.04670271167009
Tulipa_carinata,67.86678673392133,39.00697508650473
Tulipa_carinata,73.80184325527074,42.57012504288591
Tulipa_carinata,73.86905502744527,37.09366578601032
Tulipa_carinata,65.01240720858145,37.991336340356696
Tulipa_carinata,69.93087420431779,39.9178615209303
Tulipa_carinata,71.34773474021625,41.03433396930002
Tulipa_carinata,72.54724387893559,40.739673551611915
Tulipa_carinata,68.23347485177916,42.730910056940566
Tulipa_carinata,73.20266693118815,37.63813043872728
Tulipa_carinata,68.0117690609465,41.22260526256803
Tulipa_carinata,67.2092522074619,42.953444868986615
Tulipa_carinata,71.19446699315063,41.86074827000179
Tulipa_carinata,72.44831511933964,39.571170227091244
Tulipa_carinata,69.77882815668312,39.360204681096924
Tulipa_carinata,71.03021870622861,42.67685910211672
Tulipa_carinata,65.15670034549096,41.083181140925646
Tulipa_carinata,68.6701587030588,40.0500761105735
Tulipa_carinata,69.10780362692896,37.415704451227505
Tulipa_carinata,65.95049549507057,37.72138988714059
Tulipa_carinata,73.98435145895633,38.28732541285484
Tulipa_carinata,72.46757671791102,39.133041084855265
Tulipa_carinata,69.14419683973946,41.38277823446924
Tulipa_carinata,73.71902530125048,40.12293058022624
Tulipa_carinata,66.61502500112222,39.387137726742054
Tulipa_carinata,72.89307063256344,42.64652137659819
Tulipa_carinata,69.20231400242722,38.437387453460424
Tulipa_carinata,65.48396060682232,38.39660714063721
Tulipa_carinata,70.21784933934082,37.923555537892234
Tulipa_carinata,65.53681686750139,38.59599729680678
Tulipa_carinata,73.93390600514397,41.11797409271242
Tulipa_carinata,73.27665151523956,37.985201857862556
Tulipa_carinata,65.99568670470578,42.264425580368936
Tulipa_carinata,73.16203182544669,42.15373327697277
Tulipa_carinata,71.02598757012072,42.33604909233494
Tulipa_carinata,68.74247101774418,38.943044732921535
Tulipa_carinata,66.3827569443418,40.731851153237606
Tulipa_carinata,71.22900008208872,39.806048076692406
Tulipa_carinata,73.25577088872123,37.889011864768804
Tulipa_carinata,72.57529899417455,37.875021598966
Tulipa_carinata,73.38074417845328,38.01091861898434
Tulipa_carinata,69.13968206990964,42.81754242068245
Tulipa_carinata,68.90243381973997,38.918347016109564
Tulipa_carinata,73.08327480059486,41.65176527412139
Tulipa_carinata,73.589295473533,42.98208956371083
Tulipa_carinata,66.91499694784535,39.68087450898448
Tulipa_carinata,65.96468884483342,42.91692197853996
Tulipa_carinata,71.4627321038723,38.18946617187537
Tulipa_carinata,73.08508418601741,42.291767091547946
Tulipa_carinata,70.41763410381525,40.03740906399291
