,longitude,latitude
0,72.20170991872847,39.51628930332435
1,73.36446195452214,41.23177953236221
2,73.16793787990048,38.999337140799234
3,66.32017633821815,40.19312345168881
4,70.04716333914776,37.15584170835066
5,73.89007208585926,41.4112840216964
6,67.32448626476034,39.245323290974504
7,70.63187789753513,37.21801130398893
8,68.41988007070893,39.25898186781402
9,70.72767121102511,40.072873370176886
10,70.70947247224954,41.85672699361385
11,67.85879389504885,39.491477972642095
12,70.69300511496988,38.52793072010545
13,73.62199016905032,39.62824929979259
14,70.5638081016508,37.12748824457718
15,66.88229598185326,41.67610906046344
16,70.31598049155593,37.618745540602006
17,66.57027642936451,37.1353686355263
18,69.15847728805798,42.22702551344564
19,68.63232596393088,38.12912300298992
20,72.7738729895476,38.803682220487076
21,73.78541037732887,37.15959918748607
22,73.78567715429448,38.979911601198985
23,73.41612522330645,37.220615199272935
24,71.7794868656649,39.1490166792564
25,67.46541583150778,41.425003347026504
26,69.15900859413918,39.53541497438333
27,69.42638780427393,39.8416402449598
28,68.0727106845295,38.99311332913058
29,66.91459044023124,37.75780949480176
30,72.1520742603363,40.71462532929267
31,66.65138430921532,37.02310962691771
32,70.94544985403823,42.812295041745536
33,69.79587487788795,39.960540472933474
34,72.13907027174946,40.44657749992631
35,69.95392351306418,41.88491353502937
36,67.33655413307977,40.83509543228463
37,73.64764760427528,42.39602361187253
38,71.26035832153214,39.29200655693311
39,65.93513821497821,38.01138526682923
40,73.05090195211925,41.37562399448443
41,73.79823501828355,38.67822216334044
42,71.31794147349085,38.17855168239155
43,66.46391272153933,40.39067133683382
44,70.77640537981115,42.38576077508956
45,68.92258107868295,42.69012226336463
46,72.56720730388422,40.02077509111595
47,73.09505446563914,39.91209606367994
48,71.16772475135394,42.15094219577071
49,68.262577374628,38.23465767620553
50,71.22108223414858,39.974062018835816
51,66.84452319496818,41.89862114232025
52,66.20136406083193,40.441259579035446
53,72.59897844886424,37.29596671941836
54,67.89875781269735,41.83715197748888
55,68.81966298911942,38.47617894251014
56,68.2116806444822,37.93016333833975
57,66.24278790867682,38.919286545912804
58,66.70103885140054,40.87609341259345
59,66.12327235737914,40.08614141407332
60,67.78312263962027,40.61542137153199
61,66.39417244687186,40.66971107154277
62,73.40067670290229,40.466642749663606
63,71.43685172647717,39.23772252735495
64,67.37248181662954,39.332906353989905
65,73.42914836815324,39.46832288030606
66,72.62984395478261,37.87988163728712
67,73.9632323969419,39.25828662889096
68,73.6679006513116,42.96039881926484
69,66.28360559116028,40.25553426358468
70,71.22782806109475,39.71079527522725
71,72.1296332640547,41.01596345071416
72,73.42716961014244,38.18550112635596
73,66.92901648582341,37.73847323140062
74,68.58795646583162,38.233863880228675
75,70.36140660375027,40.20668017508432
76,68.86914469048267,37.51682637662377
77,69.4419868826869,38.86535976020151
78,66.33646470987811,41.43722174667783
79,71.46915713817332,37.09428228207358
80,73.43718793967095,41.60481919517623
81,68.05209903588127,42.40542276868444
82,69.01376069802124,41.23570835793319
83,67.37490346003473,42.58434436023556
84,71.30500700322753,38.75206719691418
85,69.82314554410814,40.34461115095012
86,71.09766988634577,38.61858296343865
87,69.44786296524562,40.80413963018376
88,68.6998824714346,41.634032436527455
89,68.52482932196902,42.451802430370186
90,73.51874154321538,38.32361530600579
91,71.99251641805279,41.5524960831637
92,67.83395557114501,38.07227484739661
93,66.74847807697864,39.3393458555569
94,67.8880142470849,40.72651219235691
95,72.57646927626047,38.058660047182
96,68.6492283354594,37.61111115180228
97,72.47957179557207,40.0458313579849
98,67.36590988980082,39.64529305961782
99,67.11432357264141,40.708626037003086
100,73.42223508876111,38.794276380240426
101,70.2350035335236,39.64970355102918
102,65.25884717706029,39.78824929731782
103,67.94720824935514,37.04647349363678
104,68.8592306630148,39.725961872315715
105,68.70803537705429,38.24737538965841
106,70.4148562460426,37.608660240837004
107,70.10456777608205,39.62552694952684
108,65.54561428521939,39.76961408117067
109,73.0542058174225,42.95558224600638
110,66.97855391896454,39.66301551360738
111,73.16207172904745,40.3775731365833
112,69.52879510738026,37.226387905006746
113,66.10997228325996,40.5601766401074
114,65.89363829355823,41.86997120832834
115,67.656618914315,41.22387457411045
116,71.86074803586752,38.942991046616406
117,66.69796860421656,37.07642564578677
118,66.24082289513831,40.104734962343024
119,68.09883614054252,42.1808545903267
120,73.67349793825221,38.326750161875125
121,73.16792628209708,39.18438789039723
122,73.09372413971673,39.40831587804662
123,68.82263014430534,38.98059607624155
124,73.36692647070684,40.599895393677144
125,69.18728664359026,42.33709983129628
126,68.56081092712735,39.64144598658674
127,68.94334013220052,40.47181445191325
128,68.22986256173374,38.260592017160015
129,69.38859187298502,37.12304969089998
130,67.84335961705261,37.715822902559616
131,66.71125991349612,41.70119078725306
132,67.34405635150638,40.21602533700227
133,70.39450083090448,38.08380986560857
134,65.65622234119913,42.97425110968973
135,71.78291817053822,40.224638558257034
