,longitude,latitude
0,68.17836413884363,42.920712079556445
1,66.45956772682912,40.8014514671156
2,68.84464541977505,41.95163864389675
3,69.65936633101043,41.404594612479556
4,73.17385339688848,37.14287167270062
5,72.79772974509426,37.259183259667225
6,66.79457810374669,41.771908617684566
7,73.98734637710972,38.74690464780639
8,68.57280531154737,37.515239630833406
9,66.65492248090334,39.12430134261622
10,67.94759189220244,42.003191763807074
11,67.3918574367714,41.705343215231196
12,66.3776513900225,42.990488801387784
13,67.20112694781503,42.18093238398405
14,69.94429186769268,38.5040766934261
15,69.0951162620329,41.75473325768198
16,70.31595133072285,38.02675748529739
17,71.77320799743045,38.32772260733268
18,66.97227600296381,38.224218779922055
19,67.06830296038808,41.97345550463206
20,69.35887141500446,38.940602599888365
21,71.9936454903146,42.24251696825226
22,69.28884224336892,41.15799737234905
23,66.38622992974825,39.280594327797616
24,71.53159183063265,39.53957297786156
25,66.51625782851835,37.33314284222287
26,66.00258567435428,42.67594542769594
27,72.20770140725726,41.05158276021695
28,73.91439680313762,39.19844905856252
29,66.44794085490342,41.41982296110586
30,70.0893085362248,39.119521832944734
31,69.58910908675287,38.645792494575666
32,73.27884872383319,39.7811652888915
33,67.7227672013991,38.438824817353776
34,73.1426737338855,38.19170810642138
35,71.62842748488444,38.43201129301002
36,65.18206156255093,40.46508264723032
37,71.01827575242217,42.92486271370184
38,69.14589575491514,42.99169713134178
39,73.64541975202953,40.23993140330409
40,67.26087596137818,42.73638213010317
41,70.45466356011558,40.30811072008981
42,66.16047968229752,39.06522845640518
43,73.18068774315174,38.963132040797454
44,71.82630178969546,39.22199941835591
45,73.77753592825555,38.27682940448692
46,71.19404443175284,37.92923203199711
47,68.38182872915228,41.936165952075086
48,65.06993340330817,37.749171686803514
49,66.31794103688749,40.25047433735597
50,68.84291892618222,37.3887813268728
51,68.56397904649548,40.73047458246712
52,73.28157601047751,41.933905266464706
53,67.48103440934935,41.12113939670342
54,66.41956857661808,42.14582263157843
55,68.2972511769908,41.11326192577429
56,69.2704166654414,42.1477180273552
57,65.52600458992241,37.67111431302156
58,65.75855746018574,41.012372820325254
59,68.45785599632664,40.60659815904521
60,68.59077434110866,41.974590392807606
61,71.95837677153315,37.13864657383642
62,67.0568818314931,42.94709409937233
63,67.17930389431939,37.25353550957923
64,66.75468081225733,42.59554122243318
65,72.17532662270176,38.613227666090395
66,65.97470222175855,41.07155724367269
67,72.19322841989668,39.402000080387765
68,70.08170584394884,42.00146828703699
69,70.17575981710945,40.224329903984845
70,71.67684416184397,42.877776737570635
71,73.40420511001682,40.003536431562054
72,70.31074950368296,38.23447759412788
73,73.11664608754704,39.545110776313486
74,73.4739275707384,42.51836424169701
75,71.49089877970923,37.179626235770804
76,71.88789058535582,41.915999651554074
77,73.70685616296798,37.45644470704012
78,65.7602270849726,42.27529880125236
